Ticker,1w,1m,3m,6m,1y,Price,Exchange
SN,"Ticker
SN   -3.51028
dtype: float64","Ticker
SN   -6.212533
dtype: float64","Ticker
SN    4.301967
dtype: float64","Ticker
SN    16.596216
dtype: float64",,"Ticker
SN    105.089996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNA,"Ticker
SNA    0.04328
dtype: float64","Ticker
SNA   -3.887402
dtype: float64","Ticker
SNA   -7.36423
dtype: float64","Ticker
SNA    19.811303
dtype: float64",,"Ticker
SNA    341.170013
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNAP,"Ticker
SNAP   -4.402517
dtype: float64","Ticker
SNAP   -9.711911
dtype: float64","Ticker
SNAP   -9.658249
dtype: float64","Ticker
SNAP    7.231038
dtype: float64",,"Ticker
SNAP    10.25
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNDA,"Ticker
SNDA   -4.654222
dtype: float64","Ticker
SNDA    3.452208
dtype: float64","Ticker
SNDA   -2.801236
dtype: float64","Ticker
SNDA   -13.68722
dtype: float64",,"Ticker
SNDA    24.299999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNDR,"Ticker
SNDR   -3.129988
dtype: float64","Ticker
SNDR   -11.83108
dtype: float64","Ticker
SNDR   -16.96128
dtype: float64","Ticker
SNDR   -2.035751
dtype: float64",,"Ticker
SNDR    26.379999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNN,"Ticker
SNN    12.12082
dtype: float64","Ticker
SNN    13.795361
dtype: float64","Ticker
SNN    15.046356
dtype: float64","Ticker
SNN   -6.400863
dtype: float64",,"Ticker
SNN    28.959999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNOW,"Ticker
SNOW   -5.902694
dtype: float64","Ticker
SNOW   -5.387797
dtype: float64","Ticker
SNOW    1.326905
dtype: float64","Ticker
SNOW    47.962223
dtype: float64",,"Ticker
SNOW    177.100006
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNV,"Ticker
SNV   -4.023345
dtype: float64","Ticker
SNV   -6.727809
dtype: float64","Ticker
SNV   -10.289592
dtype: float64","Ticker
SNV    12.889799
dtype: float64",,"Ticker
SNV    51.880001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNV,"Ticker
SNV   -4.023345
dtype: float64","Ticker
SNV   -6.727809
dtype: float64","Ticker
SNV   -10.289592
dtype: float64","Ticker
SNV    12.889799
dtype: float64",,"Ticker
SNV    51.880001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
D,"Ticker
D    0.466297
dtype: float64","Ticker
D    2.449741
dtype: float64","Ticker
D   -2.759368
dtype: float64","Ticker
D    0.704058
dtype: float64",,"Ticker
D    56.619999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNV,"Ticker
SNV   -4.023345
dtype: float64","Ticker
SNV   -6.727809
dtype: float64","Ticker
SNV   -10.289592
dtype: float64","Ticker
SNV    12.889799
dtype: float64",,"Ticker
SNV    51.880001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
E,"Ticker
E    0.318869
dtype: float64","Ticker
E    4.372034
dtype: float64","Ticker
E    1.779317
dtype: float64","Ticker
E   -10.413916
dtype: float64",,"Ticker
E    28.969999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SNX,"Ticker
SNX   -3.228515
dtype: float64","Ticker
SNX   -2.154238
dtype: float64","Ticker
SNX    16.494556
dtype: float64","Ticker
SNX    13.444828
dtype: float64",,"Ticker
SNX    137.490005
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SO,"Ticker
SO    1.572134
dtype: float64","Ticker
SO    5.520623
dtype: float64","Ticker
SO    1.010753
dtype: float64","Ticker
SO    3.28237
dtype: float64",,"Ticker
SO    89.790001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOBO,"Ticker
SOBO    5.421127
dtype: float64","Ticker
SOBO    10.322404
dtype: float64","Ticker
SOBO    1.74834
dtype: float64",,,"Ticker
SOBO    26.629999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOC,"Ticker
SOC   -3.717091
dtype: float64","Ticker
SOC    10.245796
dtype: float64","Ticker
SOC    19.33903
dtype: float64","Ticker
SOC    82.562127
dtype: float64",,"Ticker
SOC    28.370001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOJC,"Ticker
SOJC    0.239988
dtype: float64","Ticker
SOJC   -2.551762
dtype: float64","Ticker
SOJC   -7.193446
dtype: float64","Ticker
SOJC   -9.050081
dtype: float64",,"Ticker
SOJC    22.059999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOJD,"Ticker
SOJD    1.000001
dtype: float64","Ticker
SOJD   -2.794165
dtype: float64","Ticker
SOJD   -5.092453
dtype: float64","Ticker
SOJD   -10.644979
dtype: float64",,"Ticker
SOJD    20.959999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOJE,"Ticker
SOJE    1.372585
dtype: float64","Ticker
SOJE   -0.812863
dtype: float64","Ticker
SOJE   -6.058576
dtype: float64","Ticker
SOJE   -10.549799
dtype: float64",,"Ticker
SOJE    18.790001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOJF,"Ticker
SOJF   -1.031715
dtype: float64","Ticker
SOJF   -1.856763
dtype: float64",,,,"Ticker
SOJF    25.860001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOL,"Ticker
SOL   -3.557314
dtype: float64","Ticker
SOL   -12.230217
dtype: float64","Ticker
SOL   -13.321494
dtype: float64","Ticker
SOL   -15.862068
dtype: float64",,"Ticker
SOL    1.59
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOLV,"Ticker
SOLV    11.616254
dtype: float64","Ticker
SOLV    10.114915
dtype: float64","Ticker
SOLV    16.590431
dtype: float64","Ticker
SOLV    35.743701
dtype: float64",,"Ticker
SOLV    79.75
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SON,"Ticker
SON    1.26927
dtype: float64","Ticker
SON   -2.801294
dtype: float64","Ticker
SON   -7.693311
dtype: float64","Ticker
SON   -12.220288
dtype: float64",,"Ticker
SON    47.82
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SONY,"Ticker
SONY    1.491535
dtype: float64","Ticker
SONY    16.307364
dtype: float64","Ticker
SONY    31.242401
dtype: float64","Ticker
SONY    34.266005
dtype: float64",,"Ticker
SONY    25.040001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOR,"Ticker
SOR   -0.678788
dtype: float64","Ticker
SOR    1.337364
dtype: float64","Ticker
SOR   -4.242515
dtype: float64","Ticker
SOR   -4.213696
dtype: float64",,"Ticker
SOR    42.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SOS,"Ticker
SOS   -11.647257
dtype: float64","Ticker
SOS   -24.394876
dtype: float64","Ticker
SOS   -33.067227
dtype: float64","Ticker
SOS   -52.355317
dtype: float64",,"Ticker
SOS    5.3
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPB,"Ticker
SPB   -1.668351
dtype: float64","Ticker
SPB   -8.818486
dtype: float64","Ticker
SPB   -14.091128
dtype: float64","Ticker
SPB   -15.514876
dtype: float64",,"Ticker
SPB    77.440002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPCE,"Ticker
SPCE   -12.308866
dtype: float64","Ticker
SPCE   -18.479033
dtype: float64","Ticker
SPCE   -46.326627
dtype: float64","Ticker
SPCE   -45.354933
dtype: float64",,"Ticker
SPCE    3.8
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPE,"Ticker
SPE   -1.86655
dtype: float64","Ticker
SPE   -0.087372
dtype: float64","Ticker
SPE    2.029892
dtype: float64","Ticker
SPE    11.533776
dtype: float64",,"Ticker
SPE    15.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPE,"Ticker
SPE   -1.86655
dtype: float64","Ticker
SPE   -0.087372
dtype: float64","Ticker
SPE    2.029892
dtype: float64","Ticker
SPE    11.533776
dtype: float64",,"Ticker
SPE    15.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
C,"Ticker
C   -2.874291
dtype: float64","Ticker
C   -1.551895
dtype: float64","Ticker
C    13.52964
dtype: float64","Ticker
C    28.166585
dtype: float64",,"Ticker
C    79.949997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPG,"Ticker
SPG   -0.63439
dtype: float64","Ticker
SPG    5.125964
dtype: float64","Ticker
SPG    1.815671
dtype: float64","Ticker
SPG    10.161184
dtype: float64",,"Ticker
SPG    186.089996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPG,"Ticker
SPG   -0.63439
dtype: float64","Ticker
SPG    5.125964
dtype: float64","Ticker
SPG    1.815671
dtype: float64","Ticker
SPG    10.161184
dtype: float64",,"Ticker
SPG    186.089996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
J,"Ticker
J   -2.192046
dtype: float64","Ticker
J   -7.539064
dtype: float64","Ticker
J   -7.532334
dtype: float64","Ticker
J    1.58052
dtype: float64",,"Ticker
J    128.110001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPGI,"Ticker
SPGI   -1.439009
dtype: float64","Ticker
SPGI    1.919892
dtype: float64","Ticker
SPGI    2.716087
dtype: float64","Ticker
SPGI    5.327584
dtype: float64",,"Ticker
SPGI    533.73999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPH,"Ticker
SPH   -5.43577
dtype: float64","Ticker
SPH    3.886575
dtype: float64","Ticker
SPH    11.672947
dtype: float64","Ticker
SPH    14.950167
dtype: float64",,"Ticker
SPH    20.76
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPHR,"Ticker
SPHR   -9.35808
dtype: float64","Ticker
SPHR   -5.580779
dtype: float64","Ticker
SPHR    5.30099
dtype: float64","Ticker
SPHR   -13.191031
dtype: float64",,"Ticker
SPHR    43.630001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPIR,"Ticker
SPIR   -4.007956
dtype: float64","Ticker
SPIR   -38.855693
dtype: float64","Ticker
SPIR   -29.92322
dtype: float64","Ticker
SPIR    38.344949
dtype: float64",,"Ticker
SPIR    11.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPLP,"Ticker
SPLP   -2.383028
dtype: float64","Ticker
SPLP    4.35003
dtype: float64","Ticker
SPLP    0.16247
dtype: float64","Ticker
SPLP    4.93617
dtype: float64",,"Ticker
SPLP    41.200001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPLP,"Ticker
SPLP   -2.383028
dtype: float64","Ticker
SPLP    4.35003
dtype: float64","Ticker
SPLP    0.16247
dtype: float64","Ticker
SPLP    4.93617
dtype: float64",,"Ticker
SPLP    41.200001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPMA,"Ticker
SPMA   -0.132475
dtype: float64","Ticker
SPMA   -0.819964
dtype: float64","Ticker
SPMA    0.471193
dtype: float64",,,"Ticker
SPMA    24.940001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPMC,"Ticker
SPMC   -5.587106
dtype: float64","Ticker
SPMC    1.77035
dtype: float64","Ticker
SPMC    0.277144
dtype: float64","Ticker
SPMC    3.187384
dtype: float64",,"Ticker
SPMC    20.6
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPNT,"Ticker
SPNT    8.406765
dtype: float64","Ticker
SPNT    3.173165
dtype: float64","Ticker
SPNT   -2.212674
dtype: float64","Ticker
SPNT    2.13148
dtype: float64",,"Ticker
SPNT    15.34
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPNT,"Ticker
SPNT    8.406765
dtype: float64","Ticker
SPNT    3.173165
dtype: float64","Ticker
SPNT   -2.212674
dtype: float64","Ticker
SPNT    2.13148
dtype: float64",,"Ticker
SPNT    15.34
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
SPOT,"Ticker
SPOT   -4.50373
dtype: float64","Ticker
SPOT    13.784331
dtype: float64","Ticker
SPOT    26.261281
dtype: float64","Ticker
SPOT    76.998716
dtype: float64",,"Ticker
SPOT    608.01001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPR,"Ticker
SPR    0.682129
dtype: float64","Ticker
SPR    0.819672
dtype: float64","Ticker
SPR    7.089555
dtype: float64","Ticker
SPR   -1.59063
dtype: float64",,"Ticker
SPR    34.900002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPRU,"Ticker
SPRU   -4.089706
dtype: float64","Ticker
SPRU   -9.238452
dtype: float64","Ticker
SPRU    4.755049
dtype: float64","Ticker
SPRU   -19.579643
dtype: float64",,"Ticker
SPRU    2.45
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPXC,"Ticker
SPXC    1.077734
dtype: float64","Ticker
SPXC    1.489655
dtype: float64","Ticker
SPXC   -16.849014
dtype: float64","Ticker
SPXC   -7.262477
dtype: float64",,"Ticker
SPXC    145.649994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SPXX,"Ticker
SPXX   -0.29049
dtype: float64","Ticker
SPXX    2.367192
dtype: float64","Ticker
SPXX    5.656019
dtype: float64","Ticker
SPXX    9.905937
dtype: float64",,"Ticker
SPXX    18.379999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SQM,"Ticker
SQM   -0.236685
dtype: float64","Ticker
SQM    0.10178
dtype: float64","Ticker
SQM    1.105115
dtype: float64","Ticker
SQM    3.119266
dtype: float64",,"Ticker
SQM    38.369999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SQNS,"Ticker
SQNS   -4.569898
dtype: float64","Ticker
SQNS   -26.577046
dtype: float64","Ticker
SQNS   -15.274466
dtype: float64","Ticker
SQNS   -16.715547
dtype: float64",,"Ticker
SQNS    2.36
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SR,"Ticker
SR    2.565363
dtype: float64","Ticker
SR    8.506611
dtype: float64","Ticker
SR    5.771269
dtype: float64","Ticker
SR    16.721863
dtype: float64",,"Ticker
SR    76.860001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SR,"Ticker
SR    2.565363
dtype: float64","Ticker
SR    8.506611
dtype: float64","Ticker
SR    5.771269
dtype: float64","Ticker
SR    16.721863
dtype: float64",,"Ticker
SR    76.860001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRE,"Ticker
SRE   -16.301024
dtype: float64","Ticker
SRE   -12.022126
dtype: float64","Ticker
SRE   -23.758502
dtype: float64","Ticker
SRE   -11.760148
dtype: float64",,"Ticker
SRE    71.57
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SREA,"Ticker
SREA   -1.055675
dtype: float64","Ticker
SREA   -5.06452
dtype: float64","Ticker
SREA   -5.679626
dtype: float64","Ticker
SREA   -7.59049
dtype: float64",,"Ticker
SREA    22.82
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRFM,"Ticker
SRFM   -19.984448
dtype: float64","Ticker
SRFM   -23.094171
dtype: float64","Ticker
SRFM    15.10067
dtype: float64","Ticker
SRFM    143.262416
dtype: float64",,"Ticker
SRFM    3.43
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRG,"Ticker
SRG   -7.161127
dtype: float64","Ticker
SRG   -4.221636
dtype: float64","Ticker
SRG   -15.054601
dtype: float64","Ticker
SRG   -21.541788
dtype: float64",,"Ticker
SRG    3.66
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRG,"Ticker
SRG   -7.161127
dtype: float64","Ticker
SRG   -4.221636
dtype: float64","Ticker
SRG   -15.054601
dtype: float64","Ticker
SRG   -21.541788
dtype: float64",,"Ticker
SRG    3.66
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRI,"Ticker
SRI    13.837924
dtype: float64","Ticker
SRI   -6.5872
dtype: float64","Ticker
SRI   -24.873864
dtype: float64","Ticker
SRI   -64.981186
dtype: float64",,"Ticker
SRI    5.62
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRL,"Ticker
SRL   -3.219153
dtype: float64","Ticker
SRL    0.643775
dtype: float64","Ticker
SRL    9.222171
dtype: float64","Ticker
SRL   -0.042627
dtype: float64",,"Ticker
SRL    7.75
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SRV,"Ticker
SRV   -4.437721
dtype: float64","Ticker
SRV   -2.834751
dtype: float64","Ticker
SRV   -0.644147
dtype: float64","Ticker
SRV    3.535747
dtype: float64",,"Ticker
SRV    44.669998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SSB,"Ticker
SSB   -1.141274
dtype: float64","Ticker
SSB   -6.655663
dtype: float64","Ticker
SSB   -8.558092
dtype: float64","Ticker
SSB    4.210707
dtype: float64",,"Ticker
SSB    100.800003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SSD,"Ticker
SSD   -3.204815
dtype: float64","Ticker
SSD   -0.905503
dtype: float64","Ticker
SSD   -11.745061
dtype: float64","Ticker
SSD   -10.2853
dtype: float64",,"Ticker
SSD    164.399994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SSL,"Ticker
SSL    0.073423
dtype: float64","Ticker
SSL   -0.944768
dtype: float64","Ticker
SSL   -16.019716
dtype: float64","Ticker
SSL   -45.062475
dtype: float64",,"Ticker
SSL    4.37
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SST,"Ticker
SST   -18.644908
dtype: float64","Ticker
SST   -22.661027
dtype: float64","Ticker
SST   -45.038423
dtype: float64","Ticker
SST   -60.072816
dtype: float64",,"Ticker
SST    0.53
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SSTK,"Ticker
SSTK   -15.798168
dtype: float64","Ticker
SSTK   -23.894313
dtype: float64","Ticker
SSTK   -28.85524
dtype: float64","Ticker
SSTK   -35.853991
dtype: float64",,"Ticker
SSTK    21.49
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ST,"Ticker
ST   -2.738653
dtype: float64","Ticker
ST    3.435567
dtype: float64","Ticker
ST   -9.684453
dtype: float64","Ticker
ST   -24.207319
dtype: float64",,"Ticker
ST    28.85
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STAG,"Ticker
STAG    1.572863
dtype: float64","Ticker
STAG    4.178814
dtype: float64","Ticker
STAG   -2.332359
dtype: float64","Ticker
STAG   -11.302333
dtype: float64",,"Ticker
STAG    35.98
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STC,"Ticker
STC    2.733149
dtype: float64","Ticker
STC    8.651233
dtype: float64","Ticker
STC   -5.804327
dtype: float64","Ticker
STC   -3.440409
dtype: float64",,"Ticker
STC    71.199997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STE,"Ticker
STE   -0.054318
dtype: float64","Ticker
STE   -0.117618
dtype: float64","Ticker
STE    2.499112
dtype: float64","Ticker
STE   -6.378707
dtype: float64",,"Ticker
STE    219.259995
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STEL,"Ticker
STEL   -0.357678
dtype: float64","Ticker
STEL    0.441962
dtype: float64","Ticker
STEL   -6.718515
dtype: float64","Ticker
STEL    7.62712
dtype: float64",,"Ticker
STEL    29.09
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STEM,"Ticker
STEM   -27.282491
dtype: float64","Ticker
STEM   -30.278065
dtype: float64","Ticker
STEM    17.331021
dtype: float64","Ticker
STEM   -34.966379
dtype: float64",,"Ticker
STEM    0.429
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STEW,"Ticker
STEW   -0.178359
dtype: float64","Ticker
STEW    1.348089
dtype: float64","Ticker
STEW    2.795916
dtype: float64","Ticker
STEW    7.951134
dtype: float64",,"Ticker
STEW    16.93
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STG,"Ticker
STG    2.685875
dtype: float64","Ticker
STG    1.171043
dtype: float64","Ticker
STG    4.137966
dtype: float64","Ticker
STG   -19.333064
dtype: float64",,"Ticker
STG    6.531
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STK,"Ticker
STK   -5.979527
dtype: float64","Ticker
STK   -4.587063
dtype: float64","Ticker
STK   -8.039257
dtype: float64","Ticker
STK   -5.83638
dtype: float64",,"Ticker
STK    30.709999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STLA,"Ticker
STLA   -8.079119
dtype: float64","Ticker
STLA   -4.458755
dtype: float64","Ticker
STLA   -1.782531
dtype: float64","Ticker
STLA   -23.213217
dtype: float64",,"Ticker
STLA    12.72
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STM,"Ticker
STM   -8.471074
dtype: float64","Ticker
STM    1.087248
dtype: float64","Ticker
STM    0.722213
dtype: float64","Ticker
STM   -20.019117
dtype: float64",,"Ticker
STM    24.690001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STN,"Ticker
STN    12.18573
dtype: float64","Ticker
STN    9.605544
dtype: float64","Ticker
STN    0.127453
dtype: float64","Ticker
STN    2.490612
dtype: float64",,"Ticker
STN    85.279999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STNG,"Ticker
STNG   -5.12172
dtype: float64","Ticker
STNG   -14.768532
dtype: float64","Ticker
STNG   -23.740552
dtype: float64","Ticker
STNG   -43.653776
dtype: float64",,"Ticker
STNG    39.849998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STR,"Ticker
STR   -1.749419
dtype: float64","Ticker
STR   -5.768617
dtype: float64","Ticker
STR   -19.439892
dtype: float64","Ticker
STR   -11.069221
dtype: float64",,"Ticker
STR    20.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STT,"Ticker
STT   -1.365082
dtype: float64","Ticker
STT   -2.457792
dtype: float64","Ticker
STT    0.495508
dtype: float64","Ticker
STT    15.733961
dtype: float64",,"Ticker
STT    99.230003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STT,"Ticker
STT   -1.365082
dtype: float64","Ticker
STT   -2.457792
dtype: float64","Ticker
STT    0.495508
dtype: float64","Ticker
STT    15.733961
dtype: float64",,"Ticker
STT    99.230003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
G,"Ticker
G   -2.391048
dtype: float64","Ticker
G    12.178583
dtype: float64","Ticker
G    14.533001
dtype: float64","Ticker
G    34.942218
dtype: float64",,"Ticker
G    53.220001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STVN,"Ticker
STVN   -4.438684
dtype: float64","Ticker
STVN   -7.08773
dtype: float64","Ticker
STVN   -0.337896
dtype: float64","Ticker
STVN    0.494036
dtype: float64",,"Ticker
STVN    18.639999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STWD,"Ticker
STWD    1.1
dtype: float64","Ticker
STWD    4.875518
dtype: float64","Ticker
STWD    0.982188
dtype: float64","Ticker
STWD   -1.269529
dtype: float64",,"Ticker
STWD    20.52
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
STZ,"Ticker
STZ    1.223308
dtype: float64","Ticker
STZ   -4.730142
dtype: float64","Ticker
STZ   -27.004942
dtype: float64","Ticker
STZ   -27.624367
dtype: float64",,"Ticker
STZ    175.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SU,"Ticker
SU   -4.040149
dtype: float64","Ticker
SU   -0.78699
dtype: float64","Ticker
SU   -6.973726
dtype: float64","Ticker
SU   -7.003891
dtype: float64",,"Ticker
SU    38.279999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SUI,"Ticker
SUI    6.757543
dtype: float64","Ticker
SUI    5.415438
dtype: float64","Ticker
SUI    4.799146
dtype: float64","Ticker
SUI    1.011798
dtype: float64",,"Ticker
SUI    136.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SUN,"Ticker
SUN    0.223945
dtype: float64","Ticker
SUN    3.474034
dtype: float64","Ticker
SUN    7.264012
dtype: float64","Ticker
SUN    7.621162
dtype: float64",,"Ticker
SUN    58.810001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SUP,"Ticker
SUP   -5.338077
dtype: float64","Ticker
SUP   -18.654436
dtype: float64","Ticker
SUP   -27.619048
dtype: float64","Ticker
SUP   -49.429657
dtype: float64",,"Ticker
SUP    1.71
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SUPV,"Ticker
SUPV   -7.601392
dtype: float64","Ticker
SUPV   -18.715598
dtype: float64","Ticker
SUPV    23.47476
dtype: float64","Ticker
SUPV    91.406625
dtype: float64",,"Ticker
SUPV    13.29
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SUZ,"Ticker
SUZ   -3.722006
dtype: float64","Ticker
SUZ   -9.616576
dtype: float64","Ticker
SUZ   -6.821805
dtype: float64","Ticker
SUZ   -4.069579
dtype: float64",,"Ticker
SUZ    9.61
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SVV,"Ticker
SVV   -25.721534
dtype: float64","Ticker
SVV   -30.068679
dtype: float64","Ticker
SVV   -14.743357
dtype: float64","Ticker
SVV   -20.985153
dtype: float64",,"Ticker
SVV    7.48
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SW,"Ticker
SW   -3.259933
dtype: float64","Ticker
SW   -3.378796
dtype: float64","Ticker
SW   -7.077868
dtype: float64","Ticker
SW    13.641616
dtype: float64",,"Ticker
SW    52.07
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SWI,"Ticker
SWI   -0.054603
dtype: float64","Ticker
SWI    23.504273
dtype: float64","Ticker
SWI    38.661614
dtype: float64","Ticker
SWI    44.690382
dtype: float64",,"Ticker
SWI    18.309999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SWK,"Ticker
SWK   -2.483376
dtype: float64","Ticker
SWK   -3.015357
dtype: float64","Ticker
SWK   -3.666864
dtype: float64","Ticker
SWK   -13.778901
dtype: float64",,"Ticker
SWK    86.529999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SWX,"Ticker
SWX   -3.225525
dtype: float64","Ticker
SWX    1.214832
dtype: float64","Ticker
SWX   -4.279493
dtype: float64","Ticker
SWX    3.281107
dtype: float64",,"Ticker
SWX    75.050003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SWZ,"Ticker
SWZ    0.711076
dtype: float64","Ticker
SWZ    3.46021
dtype: float64","Ticker
SWZ    14.852751
dtype: float64","Ticker
SWZ    1.203455
dtype: float64",,"Ticker
SWZ    8.95
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SXC,"Ticker
SXC   -2.60064
dtype: float64","Ticker
SXC   -8.10084
dtype: float64","Ticker
SXC   -27.862798
dtype: float64","Ticker
SXC    4.192075
dtype: float64",,"Ticker
SXC    9.07
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
